"report_date","data_date","Country","confirmed_cases_total","cases_total_china_exposure","cases_total_outside_china_exposure_international","cases_total_local_exposure","cases_total_unknown_exposure","country_of_exposure","second_country_of_exposure","transmission_classification","source","accessed_by","accessed_date","notes","notes2","source2","accessed_by2","accessed_date2","notes3"
2020-01-30,2020-01-30,"Australia",7,7,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-30,2020-01-30,"Malaysia",7,7,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,NA,NA,"https://www.nst.com.my/news/nation/2020/01/560544/three-more-positive-coronavirus-cases-malaysia-bringing-total-7","CAS",2020-03-04,NA
2020-01-30,2020-01-30,"Cambodia",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-30,2020-01-30,"Philippines",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,"First confirmed casesof 2019-nCoV acute respiratory diseasein Finland, India andPhilippines; all had travel history to Wuhan City",NA,"https://cnnphilippines.com/news/2020/1/30/Philippines-coronavirus-case.html","CAS",2020-03-05,NA
2020-01-30,2020-01-30,"Thailand",14,14,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-30,2020-01-30,"Nepal",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-30,2020-01-30,"Sri Lanka",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-30,2020-01-30,"India",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,"First confirmed casesof 2019-nCoV acute respiratory diseasein Finland, India andPhilippines; all had travel history to Wuhan City",NA,"https://www.indiatoday.in/india/story/kerala-reports-first-confirmed-novel-coronavirus-case-in-india-1641593-2020-01-30","CAS",2020-03-04,NA
2020-01-30,2020-01-30,"United States of America",5,5,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-30,2020-01-30,"Canada",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-30,2020-01-30,"France",5,4,0,1,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,NA,"daughter of the 4th case","https://www.bfmtv.com/sante/coronavirus-en-france-un-cinquieme-cas-confirme-la-fille-du-touriste-chinois-hospitalise-a-paris-1849280.html","CAS",2020-03-03,NA
2020-01-30,2020-01-30,"Finland",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,"First confirmed cases of 2019-nCoV acute respiratory disease in Finland, India and Philippines; all had travel history to Wuhan City",NA,NA,NA,NA,NA
2020-01-30,2020-01-30,"Germany",4,0,0,4,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,NA,NA,"https://www.stmgp.bayern.de/presse/aktuelle-informationen-zur-coronavirus-lage-in-bayern-bayerisches-gesundheitsministerium-1/","CAS",2020-03-04,NA
2020-01-30,2020-01-30,"United Arab Emirates",4,4,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200130-sitrep-10-ncov.pdf?sfvrsn=d0b2e480_2","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"Japan",14,12,0,2,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,"https://web.archive.org/web/20200201165246/https://www3.nhk.or.jp/news/html/20200130/k10012266331000.html?utm_int=news-new_contents_list-items_091","CAS",2020-03-04,NA
2020-01-31,2020-01-31,"Republic of Korea",11,6,0,5,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,"http://www.doctorstimes.com/news/articleView.html?idxno=209807, https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=001&aid=0011368450&isYeonhapFlash=Y&rc=N, https://www.bbc.com/korean/news-51320986","CAS",2020-03-05,NA
2020-01-31,2020-01-31,"Viet Nam",5,4,0,1,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,"https://vnexpress.net/dich-viem-phoi-corona/thu-tuong-yeu-cau-khong-chu-quan-voi-dich-viem-phoi-4047943.html","CAS",2020-03-05,NA
2020-01-31,2020-01-31,"Singapore",13,13,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"Australia",9,9,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"Malaysia",8,8,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,"https://www.nst.com.my/news/nation/2020/01/560955/another-chinese-national-tests-positive-2019-ncov","CAS",2020-03-04,NA
2020-01-31,2020-01-31,"Cambodia",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"Philippines",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"Thailand",14,14,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"Nepal",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"Sri Lanka",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"India",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"United States of America",6,5,0,1,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,"https://www.cnbc.com/2020/01/30/cdc-confirms-first-human-to-human-transmission-of-coronavirus-in-us.html","TCO",2020-03-03,"infected by spouse who travelled to Wuhan, Cook County Illinois"
2020-01-31,2020-01-31,"Canada",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"France",6,5,0,1,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"Finland",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"Germany",5,0,0,5,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"Italy",2,2,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,"the first twoconfirmed cases of 2019-nCoV acute respiratory diseasewere reported in Italy; bothhad travel history to Wuhan City.",NA,NA,NA,NA,NA
2020-01-31,2020-01-31,"United Arab Emirates",4,4,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200131-sitrep-11-ncov.pdf?sfvrsn=de7c0f7_4","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
2020-02-01,2020-02-01,"Japan",17,12,0,2,3,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,"human-to-human transmission outside China were reported:in Japan,a tour guide who is part of the same cluster of Japanese cases who had contact with tourists from Wuhan","Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Republic of Korea",12,6,1,5,0,"Japan",NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,"a patientwas identified in South Korea following their exposurein Japantoa confirmed case","Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Viet Nam",6,4,0,2,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.","https://vnexpress.net/dich-viem-phoi-corona/ca-thu-6-viet-nam-nhiem-virus-corona-4048747.html","CAS",2020-03-05,NA
2020-02-01,2020-02-01,"Singapore",16,16,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Australia",12,12,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Malaysia",8,8,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Cambodia",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Philippines",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Thailand",19,18,0,1,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,"in Thailand, a taxi driver who hadno travel history to China","Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Nepal",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Sri Lanka",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"India",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"United States of America",7,6,0,1,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.","https://www.bostonherald.com/2020/02/01/first-case-of-coronavirus-confirmed-in-massachusetts-dph/","TCO",2020-03-03,"travelled to Wuhan; massachusetts first case"
2020-02-01,2020-02-01,"Canada",4,4,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"the patient, a woman in her 20s, had travelled to the affected area in China.","https://vancouverisland.ctvnews.ca/novel-coronavirus-latest-timeline-of-covid-19-cases-in-canada-1.4831993","CAS",2020-03-03,NA
2020-02-01,2020-02-01,"France",6,5,0,1,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,"In France, for the first time outside China, a healthcare worker was diagnosed as being ill with 2019-nCoVacute respiratory disease. The health worker treated two patientswho werelater identified as probable cases","Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Finland",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Germany",7,0,0,7,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,"The first instance of third-generation human-to-human transmissionoutside Chinahas been identified,inan individual who was exposed to a confirmed case from the cluster in Bavaria, Germany. Additional instances of human-to-human transmission outside China were reported: in Germany,a case that is part of the cluster in Bavaria",NA,"https://www.stmgp.bayern.de/presse/aktuelle-informationen-zur-coronavirus-lage-in-bayern-bayerisches-gesundheitsministerium-8/","CAS",2020-03-04,NA
2020-02-01,2020-02-01,"Italy",2,2,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Russian Federation",2,2,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-01,2020-02-01,"Spain",1,0,1,0,0,"Germany",NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.","https://elpais.com/sociedad/2020/01/31/actualidad/1580509404_469734.html","CAS",2020-03-05,NA
2020-02-01,2020-02-01,"Sweden",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.","https://www.thelocal.se/20200131/first-case-of-coronavirus-confirmed-in-jonkoping-sweden/amp","CAS",2020-03-05,NA
2020-02-01,2020-02-01,"The United Kingdom",2,1,0,0,1,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"One student was flown out of Wuhan, other person was family member. Travel history unclear","https://www.bbc.com/news/health-51337400","CAS",2020-03-05,NA
2020-02-01,2020-02-01,"United Arab Emirates",4,4,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200201-sitrep-12-ncov.pdf?sfvrsn=273c5d35_2","TCO",2020-02-28,NA,"Of the132cases identified outside China, 14 were due to secondary transmission outside China.Of the remaining cases, travel history is available for 101 of them:all 101 hadtravelled to China in the 14 days before illness onset. Ofthe 81 for whom the exact destination in China was known, all had travelled to Hubei province.",NA,NA,NA,NA
2020-02-02,2020-02-02,"Japan",20,17,0,3,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200202-sitrep-13-ncov-v3.pdf?sfvrsn=195f4010_6","TCO",2020-02-28,NA,NA,NA,NA,NA,NA
