"county","report_date","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Hall","2021-01-21","1619","181734","271","30063","19.9","22.4"
"Hall","2021-01-22","1365","183099","232","30295","19.4","21.8"
"Hall","2021-01-23","1490","184589","184","30479","17.8","20.8"
"Hall","2021-01-24","450","185039","76","30555","17.9","20.4"
"Hall","2021-01-25","517","185556","107","30662","17.5","19.6"
"Hall","2021-01-26","1516","187072","236","30898","16.9","19.1"
"Hall","2021-01-27","457","187529","81","30979","16.7","18.8"
"Hall","2021-01-28","1443","188972","230","31209","16.6","18.2"
"Hall","2021-01-29","943","189915","137","31346","16.2","17.8"
"Hall","2021-01-30","1076","190991","100","31446","15.8","16.8"
"Hall","2021-01-31","371","191362","57","31503","15.6","16.7"
"Hall","2021-02-01","241","191603","42","31545","15.1","16.3"
"Hall","2021-02-02","1112","192715","137","31682","14.7","15.8"
"Hall","2021-02-03","461","193176","79","31761","14.6","15.6"
"Hall","2021-02-04","884","194060","115","31876","14.2","15.4"
